timestamp,src_ip,user_agent,http_method,endpoint,status_code,response_bytes,request_duration_ms,geo_location,label
2023-11-15 01:06:26.000,56.36.53.165,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/41.0.812.0 Mobile/33Y963 Safari/534.1",POST,/login,200,1958,471,PH,Normal
2023-11-15 01:09:13.000,73.57.215.163,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2; rv:1.9.4.20) Gecko/9552-05-31 23:27:10 Firefox/14.0,POST,/login,200,3823,180,NR,Normal
2023-11-15 01:10:06.000,110.151.195.146,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/41.0.844.0 Mobile/22M219 Safari/535.2",POST,/login,200,4615,645,KG,Normal
2023-11-15 01:11:20.000,155.39.224.174,Mozilla/5.0 (Windows NT 11.0; wo-SN; rv:1.9.2.20) Gecko/5412-06-20 14:24:50 Firefox/3.8,POST,/login,200,3751,269,TT,Normal
2023-11-15 01:13:45.000,40.105.13.19,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/46.0.864.0 Safari/531.1",POST,/login,200,2367,652,MY,Normal
2023-11-15 01:15:37.000,71.232.224.186,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/43.0.803.0 Safari/534.1",POST,/login,200,4251,765,BY,Normal
2023-11-15 01:18:58.000,114.43.174.16,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8099-08-20 13:25:43 Firefox/3.6.18,POST,/login,200,1995,353,TM,Normal
2023-11-15 01:21:03.000,102.212.33.15,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/12.2l1020.0 Mobile/42Z284 Safari/535.0",POST,/login,403,3768,335,BD,Normal
2023-11-15 01:23:05.000,185.166.244.167,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_1; rv:1.9.6.20) Gecko/7920-05-29 18:29:42 Firefox/3.8,POST,/login,200,1741,334,PH,Normal
2023-11-15 01:23:49.000,38.21.226.235,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/55.0.815.0 Safari/533.1",POST,/login,200,1790,626,WS,Normal
2023-11-15 01:26:00.000,82.104.133.43,Mozilla/5.0 (Windows NT 11.0; tk-TM; rv:1.9.2.20) Gecko/3263-11-15 17:31:17 Firefox/3.8,POST,/login,200,3708,235,BW,Normal
2023-11-15 01:30:12.000,182.226.94.90,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/15.9v0147.0 Mobile/91Y022 Safari/533.2",POST,/login,200,3167,294,BG,Normal
2023-11-15 01:31:10.000,83.74.116.106,Mozilla/5.0 (Android 6.0; Mobile; rv:7.0) Gecko/7.0 Firefox/7.0,POST,/login,200,3234,520,FM,Normal
2023-11-15 01:35:19.000,210.209.245.194,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/27.0.842.0 Safari/534.0",POST,/login,403,4176,761,GW,Normal
2023-11-15 01:36:19.000,80.97.200.138,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.5o2717.0 Mobile/99K799 Safari/534.1",POST,/login,200,4779,211,SD,Normal
2023-11-15 01:38:36.000,34.160.29.187,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/3731-12-11 06:02:00 Firefox/3.6.11,POST,/login,200,2074,532,LT,Normal
2023-11-15 01:40:19.000,73.13.41.158,Mozilla/5.0 (Android 13; Mobile; rv:9.0) Gecko/9.0 Firefox/9.0,POST,/login,200,1808,553,DE,Normal
2023-11-15 01:45:10.000,106.166.12.101,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_0; rv:1.9.5.20) Gecko/5196-04-08 02:15:18 Firefox/3.6.8,POST,/login,200,3714,115,PG,Normal
2023-11-15 01:46:07.000,212.183.20.133,"Mozilla/5.0 (Windows CE) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/37.0.810.0 Safari/534.0",POST,/login,200,2181,516,PS,Normal
2023-11-15 01:50:25.000,156.181.226.247,Mozilla/5.0 (Windows NT 10.0; tk-TM; rv:1.9.0.20) Gecko/2094-10-01 03:04:00 Firefox/5.0,POST,/login,200,1740,268,SL,Normal
2023-11-15 01:53:49.000,193.34.166.221,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6632-02-17 20:26:08 Firefox/12.0,POST,/login,200,4711,565,BB,Normal
2023-11-15 01:56:25.000,51.216.72.133,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6; rv:1.9.6.20) Gecko/5483-09-12 14:20:55 Firefox/12.0,POST,/login,200,4708,669,KP,Normal
2023-11-15 02:00:44.000,29.162.190.45,Mozilla/5.0 (Windows NT 10.0; ne-NP; rv:1.9.0.20) Gecko/8022-03-04 19:40:51 Firefox/11.0,POST,/login,200,1739,693,TO,Normal
2023-11-15 02:05:31.000,87.124.27.163,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5; rv:1.9.4.20) Gecko/8410-04-29 19:57:35 Firefox/3.8,POST,/login,200,1705,698,SE,Normal
2023-11-15 02:09:45.000,115.55.55.48,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/49.0.809.0 Safari/532.0",POST,/login,200,2144,158,PT,Normal
2023-11-15 02:14:15.000,150.12.135.185,Mozilla/5.0 (Windows NT 4.0; fy-DE; rv:1.9.0.20) Gecko/5702-04-27 13:02:17 Firefox/3.8,POST,/login,200,3937,169,BA,Normal
2023-11-15 02:16:25.000,184.120.15.168,Mozilla/5.0 (Windows NT 5.1; nso-ZA; rv:1.9.1.20) Gecko/9699-07-02 16:55:38 Firefox/3.8,POST,/login,200,3833,352,IQ,Normal
2023-11-15 02:16:55.000,20.130.17.211,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/25.0.897.0 Safari/531.0",POST,/login,200,3890,678,GM,Normal
2023-11-15 02:21:32.000,131.29.55.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/18.0g6098.0 Mobile/62L456 Safari/531.0",POST,/login,200,4243,421,MZ,Normal
2023-11-15 02:23:44.000,8.185.144.3,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/18.6q9495.0 Mobile/82F595 Safari/532.2",POST,/login,403,4143,407,GT,Normal
2023-11-15 02:27:48.000,191.95.214.34,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/14.5n6263.0 Mobile/09O130 Safari/536.0",POST,/login,200,1797,109,MH,Normal
2023-11-15 02:31:52.000,144.235.79.88,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/26.0.888.0 Safari/535.1",POST,/login,200,1909,175,JP,Normal
2023-11-15 02:36:37.000,69.14.209.120,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0; rv:1.9.6.20) Gecko/7651-05-24 16:34:20 Firefox/8.0,POST,/login,200,2929,170,JO,Normal
2023-11-15 02:38:52.000,133.185.185.112,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/13.4j9915.0 Mobile/67A240 Safari/532.0",POST,/login,200,4915,656,GQ,Normal
2023-11-15 02:41:36.000,181.157.167.129,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/33.0.831.0 Safari/535.2",POST,/login,200,4178,641,BH,Normal
2023-11-15 02:41:50.000,157.201.8.16,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/43.0.896.0 Safari/533.0",POST,/login,200,4217,206,BO,Normal
2023-11-15 02:43:08.000,211.151.54.231,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0; rv:1.9.5.20) Gecko/6488-02-25 10:36:19 Firefox/3.6.7,POST,/login,200,4540,666,ME,Normal
2023-11-15 02:44:37.000,67.219.58.111,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2346-06-16 07:49:30 Firefox/3.6.10,POST,/login,200,4439,451,RS,Normal
2023-11-15 02:46:31.000,177.7.236.152,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/58.0.806.0 Safari/536.1",POST,/login,200,3570,600,ES,Normal
2023-11-15 02:48:49.000,148.133.198.252,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/35.0.882.0 Safari/532.1",POST,/login,200,1878,749,MT,Normal
2023-11-15 02:52:35.000,99.201.196.60,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/30.0.848.0 Mobile/42N708 Safari/532.0",POST,/login,403,2866,233,UY,Normal
2023-11-15 02:54:59.000,68.168.127.159,Mozilla/5.0 (Android 10; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,POST,/login,200,4390,537,BD,Normal
2023-11-15 02:59:56.000,2.226.149.173,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/3336-10-21 06:46:35 Firefox/4.0,POST,/login,403,4330,252,ZM,Normal
2023-11-15 03:04:45.000,114.106.158.16,Mozilla/5.0 (Android 4.4.4; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0,POST,/login,200,3763,251,PK,Normal
2023-11-15 03:08:35.000,1.115.163.143,"Mozilla/5.0 (iPad; CPU iPad OS 2_2_1 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/12.7q6591.0 Mobile/87C002 Safari/534.1",POST,/login,200,4760,140,CV,Normal
2023-11-15 03:11:48.000,188.190.215.74,Mozilla/5.0 (Windows NT 5.0; tg-TJ; rv:1.9.1.20) Gecko/2681-10-30 16:51:32 Firefox/8.0,POST,/login,200,1921,462,BS,Normal
2023-11-15 03:16:44.000,123.10.61.111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/24.0.855.0 Safari/536.2",POST,/login,200,4042,258,TG,Normal
2023-11-15 03:18:55.000,84.195.119.105,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_7) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/22.0.808.0 Safari/534.0",POST,/login,200,4820,281,ID,Normal
2023-11-15 03:22:36.000,207.247.103.68,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.9w2459.0 Mobile/96N575 Safari/534.1",POST,/login,200,2860,521,EG,Normal
2023-11-15 03:24:53.000,129.184.254.82,Mozilla/5.0 (Android 4.4.4; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0,POST,/login,200,1942,491,CD,Normal
2023-11-15 03:25:22.000,80.143.43.103,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/43.0.813.0 Safari/532.2",POST,/login,200,4844,571,PH,Normal
2023-11-15 03:28:31.000,167.186.16.157,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2597-10-24 03:42:34 Firefox/3.8,POST,/login,200,2432,328,IT,Normal
2023-11-15 03:28:53.000,178.0.133.176,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_9) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/38.0.875.0 Safari/535.0",POST,/login,200,2641,171,VE,Normal
2023-11-15 03:31:25.000,136.146.153.169,Mozilla/5.0 (Android 3.2.3; Mobile; rv:54.0) Gecko/54.0 Firefox/54.0,POST,/login,200,4283,649,KN,Normal
2023-11-15 03:34:24.000,171.244.109.165,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/47.0.896.0 Safari/532.0",POST,/login,403,2569,282,CA,Normal
2023-11-15 03:36:49.000,183.235.199.113,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4; rv:1.9.4.20) Gecko/9204-08-28 04:43:11 Firefox/3.8,POST,/login,200,2915,421,TD,Normal
2023-11-15 03:40:42.000,72.126.1.203,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/53.0.853.0 Safari/532.0",POST,/login,200,3077,690,ES,Normal
2023-11-15 03:42:29.000,195.110.209.240,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2; rv:1.9.4.20) Gecko/2671-02-10 02:08:07 Firefox/12.0,POST,/login,200,1506,632,TL,Normal
2023-11-15 03:47:14.000,213.75.251.67,"Mozilla/5.0 (Linux; Android 2.3.4) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/40.0.888.0 Safari/531.1",POST,/login,200,4518,786,BT,Normal
2023-11-15 03:49:04.000,179.71.21.90,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/17.2n7532.0 Mobile/21T890 Safari/532.2",POST,/login,403,4220,438,US,Normal
2023-11-15 03:51:54.000,185.30.18.62,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/21.0.849.0 Mobile/43G898 Safari/536.0",POST,/login,403,2730,619,NL,Normal
2023-11-15 03:54:42.000,43.14.171.55,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/31.0.880.0 Safari/534.0",POST,/login,200,4355,402,SO,Normal
2023-11-15 03:59:35.000,36.59.58.199,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/16.2f1020.0 Mobile/79V904 Safari/534.0",POST,/login,200,3052,793,ML,Normal
2023-11-15 04:01:14.000,74.174.47.76,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/24.0.804.0 Safari/533.0",POST,/login,200,3744,100,BO,Normal
2023-11-15 04:03:59.000,135.164.67.205,Mozilla/5.0 (Android 4.0.1; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,POST,/login,200,3875,721,LK,Normal
2023-11-15 04:06:53.000,179.83.140.229,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8153-12-21 13:22:44 Firefox/3.8,POST,/login,200,2375,623,BO,Normal
2023-11-15 04:11:05.000,205.22.193.206,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/62.0.826.0 Safari/535.0",POST,/login,200,4514,273,BW,Normal
2023-11-15 04:11:58.000,150.196.125.71,Mozilla/5.0 (Windows CE; ml-IN; rv:1.9.2.20) Gecko/2169-10-07 06:45:51 Firefox/3.8,POST,/login,200,4036,443,PL,Normal
2023-11-15 04:12:55.000,91.184.213.129,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/41.0.819.0 Safari/536.1",POST,/login,200,4255,417,BA,Normal
2023-11-15 04:15:00.000,215.249.4.181,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/33.0.876.0 Safari/536.2",POST,/login,403,1689,350,TV,Normal
2023-11-15 04:19:13.000,198.5.27.165,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_9) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/14.0.890.0 Safari/531.0",POST,/login,200,3365,524,EC,Normal
2023-11-15 04:21:02.000,18.227.99.112,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/62.0.814.0 Safari/531.0",POST,/login,200,3136,349,TZ,Normal
2023-11-15 04:22:27.000,83.80.30.202,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/24.0.893.0 Safari/533.0",POST,/login,403,4575,209,VA,Normal
2023-11-15 04:26:14.000,113.170.111.124,Mozilla/5.0 (Windows 95; bem-ZM; rv:1.9.1.20) Gecko/5036-08-21 18:34:07 Firefox/3.8,POST,/login,200,4350,630,AU,Normal
2023-11-15 04:30:21.000,52.101.219.157,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4; rv:1.9.3.20) Gecko/2569-08-29 23:44:05 Firefox/9.0,POST,/login,200,4974,224,AD,Normal
2023-11-15 04:34:24.000,25.108.242.244,Mozilla/5.0 (Windows NT 5.2; mhr-RU; rv:1.9.1.20) Gecko/6174-10-02 23:09:15 Firefox/3.6.7,POST,/login,200,3675,672,SV,Normal
2023-11-15 04:37:16.000,58.126.193.216,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/32.0.810.0 Safari/535.0",POST,/login,200,4009,616,CN,Normal
2023-11-15 04:41:04.000,69.3.253.98,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/49.0.875.0 Mobile/32X945 Safari/536.1",POST,/login,200,2151,586,PS,Normal
2023-11-15 04:45:04.000,194.102.155.224,Mozilla/5.0 (Windows NT 6.0; wal-ET; rv:1.9.0.20) Gecko/2932-09-16 23:52:37 Firefox/3.6.10,POST,/login,200,4111,383,GT,Normal
2023-11-15 04:49:40.000,92.91.236.157,Mozilla/5.0 (Android 2.1; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,POST,/login,200,3301,179,SD,Normal
2023-11-15 04:52:16.000,39.237.136.107,Mozilla/5.0 (Windows NT 11.0; ss-ZA; rv:1.9.0.20) Gecko/3567-11-03 21:18:39 Firefox/3.8,POST,/login,200,3712,182,GR,Normal
2023-11-15 04:53:36.000,122.113.148.218,Mozilla/5.0 (Windows NT 6.1; tcy-IN; rv:1.9.1.20) Gecko/5120-02-25 12:14:33 Firefox/3.8,POST,/login,200,2125,319,US,Normal
2023-11-15 04:54:18.000,52.116.23.188,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5; rv:1.9.2.20) Gecko/3192-06-20 17:01:01 Firefox/15.0,POST,/login,200,3408,525,IL,Normal
2023-11-15 04:54:59.000,157.174.65.13,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/9502-12-04 03:00:42 Firefox/3.6.19,POST,/login,200,4653,698,RW,Normal
2023-11-15 04:55:19.000,161.104.158.11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_8) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/25.0.802.0 Safari/532.2",POST,/login,200,3058,588,CO,Normal
2023-11-15 04:55:32.000,83.151.99.196,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/59.0.802.0 Mobile/04T478 Safari/532.0",POST,/login,200,3097,529,SD,Normal
2023-11-15 05:00:17.000,109.221.142.255,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/55.0.813.0 Safari/536.2",POST,/login,200,3970,325,KI,Normal
2023-11-15 05:04:36.000,38.118.116.45,Mozilla/5.0 (Windows NT 5.0; zh-TW; rv:1.9.1.20) Gecko/6592-07-14 02:30:55 Firefox/8.0,POST,/login,200,1618,498,SE,Normal
2023-11-15 05:07:38.000,70.123.139.14,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/35.0.856.0 Mobile/37B447 Safari/533.2",POST,/login,200,4466,269,IQ,Normal
